"P19113"
"P00480"
"O75251"
"P46098"
"O43677"
"P10828"
"P21549"
"Q99714"
"P47872"
"Q9NRX3"
"P49915"
"P00918"
"P04818"
"P23921"
"P49286"
"Q16798"
"P28845"
"P00374"
"P34896"
"P08709"
"P00395"
"P37058"
"O75438"
"P18825"
"P05093"
"P16471"
"P39086"
"P50440"
"P20648"
"Q9NR19"
"P19801"
"P78348"
"O00555"
"Q9UM73"
"P08319"
"Q9Y2Z4"
"P00740"
"Q05586"
"P51970"
"P43116"
"P35968"
"Q969G6"
"Q9UKG9"
"O95139"
"Q99259"
"P04070"
"P47869"
"Q02127"
"P00505"
"P25103"
"P48551"
"P23945"
"P60880"
"P54802"
"Q16719"
"P41595"
"P08246"
"Q8TE23"
"O15399"
"P26440"
"P02794"
"P00325"
"O95182"
"P32238"
"P11926"
"P08173"
"P50416"
"Q00266"
"P51659"
"P13196"
"P17540"
"Q9GZZ6"
"P19793"
"O75311"
"O15554"
"Q14626"
"Q13224"
"P0DP23"
"P41143"
"Q02928"
"P04181"
"P00338"
"P22303"
"O95178"
"P31749"
"Q13936"
"P30988"
"P23415"
"P42684"
"Q14432"
"P17516"
"P08514"
"O15269"
"P35367"
"O15528"
"P29466"
"Q96RQ3"
"P43353"
"Q96A70"
"P28223"
"P30872"
"P10721"
"Q14957"
"P32754"
"P22413"
"P30939"
"O95665"
"P00326"
"P38484"
"O60706"
"P31644"
"Q16718"
"P43119"
"P28566"
"Q16739"
"P48169"
"P30837"
"Q03154"
"O43497"
"P30049"
"P49821"
"Q07343"
"P16473"
"P05165"
"P28331"
"Q9Y5K3"
"P43155"
"P51170"
"P01130"
"O43181"
"P35348"
"P03886"
"P07202"
"P02787"
"P04626"
"P17568"
"O94788"
"P48039"
"P20701"
"P54687"
"P28329"
"P25101"
"P40394"
"P34903"
"Q9P0J0"
"Q15274"
"P47871"
"P17174"
"P28335"
"O60391"
"P02671"
"P18405"
"P09417"
"P04406"
"P05166"
"O14561"
"P09884"
"O43678"
"P03905"
"P15428"
"Q12791"
"P00352"
"P16066"
"P06401"
"O43837"
"P08172"
"Q9NSD9"
"P14778"
"Q14353"
"Q16878"
"Q92781"
"P08559"
"P18089"
"P04035"
"P35368"
"Q14534"
"Q92506"
"P03915"
"P35462"
"P47895"
"P31213"
"Q08426"
"P30519"
"P40925"
"P13612"
"P42330"
"P30043"
"Q9Y6M9"
"P06126"
"P12235"
"P51648"
"Q05329"
"Q9Y617"
"P48163"
"P48507"
"O43776"
"P29803"
"P43088"
"P07101"
"P49585"
"P11586"
"P23378"
"P51164"
"P52895"
"P12236"
"Q02643"
"Q13085"
"P15509"
"Q9Y233"
"P41145"
"P15056"
"P30085"
"P33121"
"P42261"
"Q8TCU5"
"P08253"
"P48048"
"O60701"
"Q01959"
"P00390"
"P34969"
"P14784"
"P41439"
"P19235"
"P03891"
"P47712"
"P01589"
"P28221"
"O15270"
"P17181"
"Q13630"
"P10276"
"P36896"
"Q9NYX4"
"P24298"
"P00966"
"P51787"
"P20138"
"O95169"
"Q13131"
"Q06432"
"P16233"
"O95167"
"P10827"
"O14842"
"P05230"
"P54289"
"P17735"
"P14902"
"P07550"
"P11498"
"Q05932"
"P49589"
"O00763"
"O95342"
"P01375"
"Q9Y271"
"P48443"
"Q14654"
"P05141"
"P12314"
"P15260"
"P06732"
"P25100"
"Q14181"
"Q03405"
"P30838"
"P06729"
"O14556"
"O15382"
"P12268"
"P14868"
"Q96NR8"
"Q8N5Z0"
"Q96C36"
"O75306"
"P15538"
"P05023"
"Q99707"
"P09601"
"P30536"
"P09622"
"Q15822"
"P21817"
"P23416"
"P15121"
"P21802"
"P31645"
"P19634"
"P00439"
"Q9UI09"
"P49448"
"P14416"
"P78540"
"Q12879"
"P20839"
"P16219"
"Q16445"
"P51788"
"P00533"
"P35372"
"P51553"
"P47901"
"P05546"
"P14324"
"P22033"
"O95470"
"P11473"
"P40926"
"P40261"
"P33527"
"Q9UHI5"
"P32929"
"Q92731"
"Q99062"
"P04150"
"P14867"
"P28222"
"Q9UHC9"
"P09488"
"Q16772"
"P21266"
"O15217"
"Q03013"
"Q7RTV2"
"P09211"
"P78417"
"P07203"
"P18283"
"O43708"
"O75715"
"P22352"
"O95954"
"P54886"
"Q13255"
"O94925"
"Q13002"
"Q16099"
"Q16478"
"P42262"
"P48058"
"P42263"
"Q13003"
"Q14833"
"Q14831"
"O00222"
"O43451"
"P12931"
"P06241"
"P07947"
"P29317"
"P06239"
"P30559"
"Q93088"
"P42081"
"P33681"
"Q01718"
"P43681"
"P17787"
"P16234"
"P07333"
"P27487"
"P01031"
"P43220"
"P08069"
"O60894"
"O60895"
"O60896"
"O95180"
"P14770"
"Q02750"
"Q14289"
"P05771"
"P17812"
"Q16850"
"P10253"
"P37840"
"P29972"
"Q9UKV0"
"P22102"
"P43004"
"P16410"
"O60427"
"P19440"
"P51692"
"P26358"
"P00749"
"P10696"
"O43526"
"P22557"
"O95237"
"P30044"
"P01023"
"P51681"
"Q99519"
"P08581"
"P11217"
"P62993"
"P05231"
"P61073"
"P02652"
"P28482"
"P29274"
"P25116"
"P08174"
"P27169"
"P02778"
"P07339"
"P98164"
"P07225"
"P01579"
"P50406"
"P02775"
"P01189"
"P20333"
"P49888"
"P01009"
"P01133"
"P27986"
"P16220"
"P49327"
"Q12882"
"Q04760"
"O95831"
"P10646"
"Q9Y5N1"
"P05120"
"P17936"
"P17405"
"P04062"
"P29460"
"Q9BYF1"
"O14732"
"P01137"
"P35222"
"P32418"
"P51580"
"O14965"
"Q99497"
"Q7L0J3"
"P21462"
"O60488"
"P20594"
"P41250"
"Q9Y275"
"Q16853"
"Q00987"
"Q9Y6L6"
"Q03181"
"P99999"
"P27824"
"P13945"
"P09038"
"Q13464"
"P01042"
"P46059"
"Q16539"
"P03951"
"Q8NER1"
"P63316"
"P07359"
"P06850"
"P24385"
"P48549"
"P60568"
"P48051"
"P98160"
"P08183"
"P22830"
"P21980"
"P26951"
"P04629"
"P05412"
"P04275"
"Q96RJ0"
"P11168"
"P15502"
"P13500"
"P01584"
"P43005"
"P11166"
"P27361"
"P49841"
"Q9UNQ0"
"P04004"
"Q92887"
"P24941"
"P16581"
"P05164"
"P15144"
"P59768"
"P06493"
"P05362"
"P19838"
"P01374"
"P00750"
"P11413"
"P01138"
"P17302"
"P21589"
"P53779"
"P11021"
"P15309"
"P63000"
"Q16678"
"P16070"
"P19320"
"P43003"
"Q16873"
"P02649"
"P07900"
"P14210"
"O75762"
"P08697"
"P01100"
"Q13126"
"P02776"
"Q14500"
"P17252"
"P27815"
"P36969"
"P19438"
"P48061"
"P07204"
"P29218"
"P07686"
"O14920"
"P05106"
"P98170"
"P32239"
"P16109"
"P42574"
"O60603"
"P14625"
"O60760"
"Q9NR96"
"P14410"
"P13726"
"P14735"
"Q7Z2W7"
"P28161"
"P41594"
"O15530"
"P13569"
"P06744"
"P22455"
"Q99808"
"P04040"
"P05113"
"P68400"
"Q13370"
"P31939"
"Q10588"
"O75874"
"O00204"
"P11309"
"Q06187"
"Q08499"
"P43403"
"P48736"
"P43405"
"Q71U36"
"Q08881"
"P41240"
"P68371"
"Q04759"
"P68366"
"P30405"
"Q13509"
"P08631"
"P17900"
"P09871"
"Q9BY41"
"P14555"
"P25774"
"Q9Y5Y6"
"P09960"
"P04075"
"P23526"
"P00751"
"P09874"
"P07477"
"P11310"
"P53355"
"Q96RI1"
"P49759"
"Q16775"
"P37173"
"P24557"
"Q16881"
"P21964"
"P11511"
"P02675"
"P02679"
"P00736"
"P02745"
"P02746"
"P02747"
"P12318"
"P31994"
"P31785"
"P27797"
"Q07954"
"P05154"
"P32927"
"P34741"
"O14832"
"P07307"
"P49257"
"P01906"
"P06400"
"P02461"
"P11362"
"P22607"
"O95838"
"P07711"
"P63027"
"P02458"
"P35237"
"Q96LZ3"
"P35346"
"P11216"
"P20711"
"Q6YP21"
"Q8TD30"
"Q96GA7"
"Q9HD40"
"Q9NUV7"
"P42898"
"O14939"
"Q13393"
"Q8TCT1"
"P09210"
"O00469"
"P19971"
"O00519"
"O60568"
"P27338"
"O75936"
"P47989"
"Q96KS0"
"Q00534"
"P00813"
"P11802"
"Q9GZT9"
"P48544"
"Q9H6Z9"
"Q9NVH6"
"P22234"
"Q00975"
"P30520"
"Q6PI48"
"O15067"
"P15104"
"Q6IA69"
"O95864"
"O14521"
"O60513"
"Q9UJ70"
"Q9UK23"
"O14841"
"P48664"
"Q5JPH6"
"Q8N159"
"O14880"
"P08263"
"P10620"
"P10768"
"P46439"
"P59796"
"Q96SL4"
"Q99735"
"Q9H4Y5"
"Q14032"
"Q9P0Z9"
"Q9UGM6"
"Q9HA77"
"Q9BW92"
"O75911"
"Q6NUM9"
"Q8TC12"
"Q9NYR8"
"P23743"
"P62714"
"P67775"
"O43766"
"Q96I59"
"O75899"
"Q9UGM1"
"P18505"
"P28472"
"P47870"
"Q08493"
"Q08289"
"Q13698"
"O00305"
"O60840"
"P54284"
"Q01668"
"P20815"
"P10635"
"Q13547"
"Q92769"
"O15379"
"Q9UBN7"
"P49356"
"P49354"
"Q16665"
"P43115"
"P41146"
"P42336"
"O00459"
"Q92569"
"P78527"
"P42345"
"Q00653"
"P00441"
"Q9NY47"
"O43525"
"P56696"
"Q9NR82"
"P08865"
"O00329"
"P42338"
"O60674"
"P07949"
"Q05655"
"P49146"
"P24394"
"P06280"
"P09467"
"P05177"
"P50135"
"P03952"
"O00206"
"P32320"
"Q01726"
"O14746"
"P31350"
"P54760"
"P05155"
"P07237"
"P21796"
"Q15185"
"P08684"
"P04746"
"O14936"
"Q9NQX3"
"P23141"
"Q9BY49"
"P11712"
"P27707"
"O00244"
"P08887"
"P10632"
"P80075"
"Q96CD2"
"P16152"
"Q05397"
"O43252"
"P15531"
"P49763"
"Q9Y3R4"
"P15086"
"Q01064"
"P30291"
"P48357"
"Q02763"
"P04637"
"O96017"
"O14757"
"Q92847"
"P00403"
"Q15759"
"O15264"
"P05067"
"P23560"
"P33151"
"P15328"
"Q96IY4"
"P26010"
"Q9NPF7"
"Q8NET8"
"Q13233"
"Q02156"
"Q15116"
"P40238"
"Q9NZQ7"
"Q99527"
"P02647"
"P01024"
"P04234"
"P09693"
"P20963"
"P25963"
"Q01344"
"P10636"
"P01303"
"Q99705"
"O43174"
"P40933"
"P01730"
"P01308"
"P52333"
"P15391"
"P25092"
"Q03431"
"Q07817"
"Q07820"
"P30411"
"O14788"
"Q9NR97"
"O43193"
"P35408"
"P56524"
"P30874"
"P32745"
"P17538"
"P05181"
"P33261"
"P05108"
"O60656"
"Q06278"
"P55263"
"P22309"
"P19099"
"P20813"
"P25024"
"P46597"
"P18545"
"Q13956"
"Q9HCR9"
"P52209"
"Q8IZS8"
"P54750"
"P02585"
"P38606"
"O95749"
"P05556"
"P06756"
"P33402"
"P30926"
"P32297"
"P30532"
"Q15825"
"Q05901"
"P12104"
"P18507"
"Q8N1C3"
"Q99928"
"P78334"
"O00591"
"Q9UN88"
"O14764"
"Q9NZV8"
"Q16620"
"P51857"
"P24462"
"Q7LG56"
"Q07864"
"P56282"
"Q9NR33"
"Q9NRF9"
"P07098"
"P11717"
"Q07699"
"Q8IWT1"
"O15440"
"Q8TCC7"
"Q9Y694"
"Q9NPD5"
"Q08462"
"O95622"
"Q15596"
"P53350"
"P61626"
"P17612"
"Q9UJM8"
"Q9NZK7"
"P45984"
"P11142"
"P61769"
"Q13133"
"P36897"
"O43293"
"Q9UQF2"
"P45983"
"P33981"
"Q13554"
"P21281"
"P84077"
"P39023"
"O75460"
"P60174"
"Q15118"
"O14983"
"P41743"
"P19784"
"P13073"
"P00414"
"P20674"
"P10606"
"P15954"
"P10176"
"Q02221"
"P14854"
"P04054"
"Q9UNK4"
"Q9Y6Y9"
"Q9H2G2"
"Q7Z2Z2"
"Q9UQM7"
"O00141"
"Q13557"
"Q15067"
"Q15375"
"P14920"
"P23458"
"P29597"
"P06396"
"P23528"
"O75116"
"Q15418"
"P07948"
"P09848"
"Q9NWZ3"
"P14550"
"O60218"
"Q13555"
"P62312"
"Q9BY32"
"P00558"
"P19961"
"O75390"
"P29508"
"P01920"
"P22694"
"P20645"
"Q9NPH2"
"P30084"
"Q9UHQ9"
"Q03393"
"P09110"
"Q14643"
"P78352"
"P21283"
"P48735"
"P68104"
"P50897"
"P35398"
"P29323"
"P61024"
"Q96RQ9"
"Q86YB8"
"Q9NYQ3"
"Q9NWZ5"
"P78330"
"Q96I15"
"P13611"
"O75676"
"P17050"
"O14964"
"Q9UL54"
"O00142"
"P30041"
"O15111"
"Q99835"
"P02708"
"P31327"
"P00748"
"P54219"
"P0C0L4"
"P47898"
"P01106"
"Q14697"
"Q8TET4"
"O75330"
"P49190"
"Q9UQQ2"
"Q14721"
"P01583"
"P49765"
"P11274"
"P36507"
"Q9Y2U5"
"Q14145"
"P53667"
"Q9UM01"
"Q15303"
"P02795"
"P01903"
"Q30154"
"P02786"
"O95264"
"Q8WXA8"
"Q70Z44"
"A5X5Y0"
"Q9HB55"
"P08686"
"Q13315"
"P51812"
"Q15125"
"O95644"
"Q9H8P0"
"P05129"
"Q05513"
"Q01118"
"Q9Y698"
"O60359"
"Q9UBN1"
"Q9UF02"
"Q9BXT2"
"P62955"
"Q8WXS5"
"Q7Z3S7"
"Q15878"
"P04839"
"P13498"
"P14598"
"P19878"
"Q15080"
"P15153"
"P78508"
"Q9UNX9"
"Q99712"
"Q16558"
"Q9Y691"
"Q9NPA1"
"Q86W47"
"Q92952"
"Q9H2S1"
"Q9UGI6"
"P54646"
"O43741"
"P54619"
"Q9UGJ0"
"Q9UGI9"
"Q14571"
"Q14573"
"Q14123"
"Q9NP56"
"O00408"
"Q13946"
"O60658"
"O95263"
"O76083"
"P16499"
"P35913"
"P18846"
"P15336"
"P18847"
"P18848"
"P18850"
"Q07021"
"Q9H1R3"
"P63261"
"P50993"
"P13637"
"P62807"
"P48050"
"Q92806"
"Q15493"
"Q9ULB1"
"Q92736"
"P28907"
"P09769"
"P36956"
"Q04206"
"P25105"
"Q9HC97"
"P54756"
"Q9NYL2"
"Q99571"
"Q9Y5S8"
"P06733"
"P29590"
"O95750"
"Q15750"
"P46663"
"Q06830"
"Q16552"
"O43613"
"O43614"
"P21453"
"P34981"
"Q969S8"
"Q96DB2"
"Q9UQL6"
"Q8WUI4"
"P49281"
"P07438"
"P04732"
"P04733"
"P13640"
"P80294"
"Q8N339"
"P80297"
"Q96PD7"
"P02656"
"P10809"
"P15880"
"Q15428"
"P63244"
"P12814"
"P56537"
"P60842"
"P31946"
"Q06323"
"P18669"
"P43487"
"P30101"
"P50453"
"P07288"
"Q96RI0"
"P31260"
"O15350"
"P42858"
"Q92570"
"P32004"
"Q9UEW3"
"P53805"
"Q16602"
"Q9UJU2"
"P38936"
"P00846"
"Q9NYV7"
"Q6V0L0"
"Q9NR63"
"P12004"
"P04003"
"P08603"
"P05156"
"P13645"
"P51884"
"P20851"
"P15924"
"P14923"
"Q6FHJ7"
"Q9ULY5"
"Q07955"
"Q16518"
"Q9Y5S1"
"Q9HBA0"
"P36894"
"P31391"
"Q9HC29"
"Q13873"
"P55073"
"P22897"
"Q92911"
"Q9NYP7"
"Q9UK32"
"Q13188"
"P42680"
"Q9NRP7"
"Q7L7X3"
"Q9H2K8"
"Q9UHD2"
"P42681"
"O75385"
"Q8IYT8"
"Q6PHR2"
"Q9NSY1"
"O00238"
"Q8N5S9"
"Q96RR4"
"P48729"
"Q9UIK4"
"Q9BQI3"
"P19525"
"Q9P2K8"
"P21709"
"P29320"
"P54764"
"Q9UF33"
"P29322"
"P54762"
"O15197"
"P16591"
"P07332"
"P49840"
"Q14164"
"P14616"
"P51617"
"Q9Y616"
"O95835"
"P53671"
"Q5S007"
"P46734"
"Q13163"
"P52564"
"Q16584"
"Q12852"
"O43283"
"Q99759"
"Q9Y6R4"
"O95382"
"Q92918"
"Q12851"
"Q8IVH8"
"O95819"
"Q13164"
"Q8IW41"
"P42679"
"Q9BUB5"
"Q9HBH9"
"Q15746"
"Q32MK0"
"Q86YV6"
"Q16288"
"Q13153"
"Q13177"
"O75914"
"O96013"
"Q9P286"
"Q16816"
"Q9UBF8"
"O00750"
"O75747"
"P78356"
"Q8TBX8"
"Q99640"
"Q16512"
"Q16513"
"Q9NYY3"
"Q9H4B4"
"O00444"
"Q15139"
"Q13237"
"Q9BRS2"
"Q9BVS4"
"Q13546"
"O43353"
"Q96BR1"
"P01350"
"Q15910"
"P63252"
"Q9BQB4"
"P40259"
"P32245"
"P41968"
"P33032"
"Q8N142"
"O14980"
"P0DJD9"
"Q8TD43"
"P48764"
"P51679"
"P11532"
"Q96NY8"
"Q99677"
"P43657"
"P51575"
"Q9UBL9"
"P56373"
"Q93086"
"O15547"
"Q99572"
"P47900"
"Q9BPV8"
"Q15391"
"P41231"
"Q86VZ1"
"O00398"
"P15382"
"Q9Y6J6"
"Q9Y6H6"
"P53778"
"P53396"
"P41222"
"Q9Y6K1"
"Q99500"
"O95977"
"P04114"
"P21860"
"Q9Y6T7"
"Q16760"
"P52429"
"Q86XP1"
"P49619"
"O75912"
"P52824"
"Q13574"
"Q9NXB9"
"P29350"
"Q93050"
"Q9Y487"
"Q13488"
"Q9HBG4"
"P27449"
"Q99437"
"P15313"
"Q8NEY4"
"Q9Y5K8"
"P61421"
"Q8N8Y2"
"O15342"
"P36543"
"Q96A05"
"O75348"
"O95670"
"Q96LB4"
"Q9UI12"
"Q15904"
"P20702"
"P20020"
"Q01814"
"Q16720"
"P23634"
"Q9H2H9"
"Q96QD8"
"Q99624"
"P55211"
"Q8TED1"
"P16278"
"P16615"
"P0CG30"
